"magazine_id","State","sample_issue_date","sample_period_end_date","num_mail_subscriptions","num_single_copy_sales"
"7","Washington","1925-11-28","1925-12-31","1",
"7","Washington","1930-11-08","1930-12-31","327","297"
"7","Washington","1935-11-16","1935-12-31","471","380"
"7","Washington","1940-03-16","1940-06-30","658","319"
"1","West Virginia","1928-01-01","1928-06-30",,"322"
"1","West Virginia","1928-10-01","1928-12-31",,"622"
"1","West Virginia","1929-02-01","1929-06-30",,"880"
"1","West Virginia","1929-11-01","1929-12-31","3","1053"
"1","West Virginia","1930-08-01","1930-12-31","1","740"
"1","West Virginia","1930-10-01","1930-06-30","3","912"
"1","West Virginia","1931-04-01","1931-06-30","2","511"
"7","West Virginia","1925-11-28","1925-12-31","3",
"7","West Virginia","1930-11-08","1930-12-31","146","176"
"7","West Virginia","1935-11-16","1935-12-31","321","196"
"7","West Virginia","1940-03-16","1940-06-30","429","210"
"1","Wisconsin","1928-01-01","1928-06-30",,"1500"
"1","Wisconsin","1928-10-01","1928-12-31","8","1532"
"1","Wisconsin","1929-02-01","1929-06-30","11","1830"
"1","Wisconsin","1929-11-01","1929-12-31","11","2714"
"1","Wisconsin","1930-08-01","1930-12-31","14","1761"
"1","Wisconsin","1930-10-01","1930-06-30","9","2373"
"1","Wisconsin","1931-04-01","1931-06-30","6","1203"
"7","Wisconsin","1925-11-28","1925-12-31","9",
"7","Wisconsin","1930-11-08","1930-12-31","375","343"
"7","Wisconsin","1935-11-16","1935-12-31","712","349"
"7","Wisconsin","1940-03-16","1940-06-30","1090","375"
"1","Wyoming","1928-01-01","1928-06-30",,"317"
"1","Wyoming","1928-10-01","1928-12-31","1","216"
"1","Wyoming","1929-02-01","1929-06-30",,"213"
"1","Wyoming","1929-11-01","1929-12-31","2","278"
"1","Wyoming","1930-08-01","1930-12-31","3","183"
"1","Wyoming","1930-10-01","1930-06-30","2","264"
"1","Wyoming","1931-04-01","1931-06-30","2","124"
"7","Wyoming","1925-11-28","1925-12-31","1",
"7","Wyoming","1930-11-08","1930-12-31","39","12"
"7","Wyoming","1935-11-16","1935-12-31","83","41"
"7","Wyoming","1940-03-16","1940-06-30","93","23"
"1","U.S. Territories","1928-01-01","1928-06-30",,"150"
"1","U.S. Territories","1928-10-01","1928-12-31","24",
"1","U.S. Territories","1929-02-01","1929-06-30","24","58"
"1","U.S. Territories","1929-11-01","1929-12-31","14","5"
"1","U.S. Territories","1930-08-01","1930-12-31","30","50"
"1","U.S. Territories","1930-10-01","1930-06-30","14","46"
"1","U.S. Territories","1931-04-01","1931-06-30","24","35"
"7","U.S. Territories","1930-11-08","1930-12-31","197","164"
"7","U.S. Territories","1935-11-16","1935-12-31","507","378"
"7","U.S. Territories","1940-03-16","1940-06-30","756","346"
"1","Canada","1928-01-01","1928-06-30",,"2121"
"1","Canada","1928-10-01","1928-12-31","5","2527"
"1","Canada","1929-02-01","1929-06-30","10","3174"
"1","Canada","1929-11-01","1929-12-31","13","3214"
"1","Canada","1930-08-01","1930-12-31","15","2844"
"1","Canada","1930-10-01","1930-06-30","14","3212"
"1","Canada","1931-04-01","1931-06-30","12","2304"
"7","Canada","1925-11-28","1925-12-31","8",
"7","Canada","1930-11-08","1930-12-31","450","626"
"7","Canada","1935-11-16","1935-12-31","446","813"
"7","Canada","1940-03-16","1940-06-30","1200","1835"
"1","Foreign","1928-01-01","1928-06-30",,"5"
"1","Foreign","1928-10-01","1928-12-31","20","474"
"1","Foreign","1929-02-01","1929-06-30","14","436"
"1","Foreign","1929-11-01","1929-12-31","35","441"
"1","Foreign","1930-08-01","1930-12-31","30","394"
"1","Foreign","1930-10-01","1930-06-30","32","482"
"1","Foreign","1931-04-01","1931-06-30","24","321"
"7","Foreign","1925-11-28","1925-12-31","28",
"7","Foreign","1930-11-08","1930-12-31","1693","540"
"7","Foreign","1935-11-16","1935-12-31","2958","1116"
"7","Foreign","1940-03-16","1940-06-30","3166","1678"
"1","Miscellaneous","1928-10-01","1928-12-31",,"7"
"1","Miscellaneous","1929-02-01","1929-06-30",,"32"
"7","Miscellaneous","1930-11-08","1930-12-31",,"153"
"7","Miscellaneous","1935-11-16","1935-12-31",,"255"
"7","Miscellaneous","1940-03-16","1940-06-30",,"108"
